time_s,ue_id,cpu_j,radio_j,total_j
64.0666,22,42.6736,37.0198,79.6934
64.0762,10,34.8723,28.8478,63.7201
64.0763,5,30.4378,35.7201,66.1578
64.2803,20,26.7734,32.0599,58.8333
64.3264,7,23.029,26.8113,49.8403
64.5162,14,33.2944,26.5984,59.8928
64.5162,19,24.8507,33.1088,57.9595
64.5314,11,22.7157,23.2833,45.9989
64.5596,22,43.6267,37.6598,81.2865
64.6704,15,24.3449,23.8869,48.2318
64.6722,6,20.9745,26.8356,47.8101
64.6899,7,23.029,26.8113,49.8403
64.7038,14,34.3669,27.2384,61.6053
